 url,relevance,start_year,end_year,policy_name,local_government,state,code,excluded,number,declared
https://www.kalamunda.wa.gov.au/docs/default-source/agenda-and-minutes/2020/attachments/ocm-march-2020/10-2-1-1-walga-climate-change-policy-statement-july-2018.pdf?sfvrsn=4c882274_2,1,2018,,Climate Change Policy Statement ,City of Kalamunda,WA,Kalamunda,,234,25/05/21
https://www.amrshire.wa.gov.au/library/file/4Sustainability/AM210572_Climate_Action_Plan.pdf,1,2020,2030,"Climate Action Plan
Part 1 – Towards Zero Emissions
2020–2030",Shire of Augusta Margaret River,WA,Augusta,,235,25/09/19
https://www.amrshire.wa.gov.au/library/file/0Publications/Documents%20SD/Leap%20Doc%2015_01_19.pdf,1,2018,,Local Energy Action Plan,Shire of Augusta Margaret River,WA,Augusta,,236,25/09/19
https://www.amrshire.wa.gov.au/library/file/4Sustainability/AM210572_Climate_Action_Plan.pdf,1,2020,2030,Climate Action Plan Part 1 – Towards Zero Emissions,Shire of Augusta Margaret River,WA,Augusta,not found,237,
https://www.amrshire.wa.gov.au/library/file/4Sustainability/AM210572_Climate_Action_Plan_FINAL%20INTEGRATED.pdf,1,2020,2030,Climate Action Plan Part 1 - Towards Zero Emissions,Shire of Augusta Margaret River,WA,Augusta,not found,238,
https://www.bridgetown.wa.gov.au/council-meetings/council-meeting/council-meeting-26-april-2018/47/documents/20180426-attachment%201.pdf,1,2018,,Draft Climate Change Policy Statement,Shire of Bridgetown-Greenbushes,WA,Bridgetown,,239,
https://www.broome.wa.gov.au/files/assets/public/council/strategic-and-corporate-plans/informing-strategies-and-plans/final-endorsed-state-of-the-environment-report_march-2016.pdf,1,2015,,State of Environment Report,Shire of Broome,WA,Broome,,240,
https://www.broome.wa.gov.au/files/assets/public/council/strategic-and-corporate-plans/informing-strategies-and-plans/coastal-hazard-risk-management-and-adaption-plan.pdf,1,2017,,Broome Townsite Coastal Hazard Risk Management and Adaptation Plan,Shire of Broome,WA,Broome,,241,
https://www.chapmanvalley.wa.gov.au/profiles/chapmanvalley/assets/clientdata/document-centre/planning/shire-of-chapman-valley-coastal-management-strategy-action-plan.pdf,1,2016,,COASTAL MANAGEMENT STRATEGY AND ACTION PLAN,Shire of Chapman Valley,WA,Chapman,,242,
https://www.sdwk.wa.gov.au/Profiles/sdwk/Assets/ClientData/Documents/Derby_Townsite/Derby_Townsite_Coastal_Hazard_Risk_Management_and_Adaptation_Plan__CHRMAP_.pdf,1,2017,,DERBY COASTAL HARZARD RISK MANAGEMENT AND ADAPTATION PLAN,Shire of Derby-West Kimberley,WA,Derby,,243,
https://www.northampton.wa.gov.au/Profiles/northampton/Assets/ClientData/Documents/Final_Horrocks_Coastal_Hazard_Risk_Management_and_Adaptation_Plan.pdf,1,2020,,"Shire of Northampton
Horrocks Beach CHRMAP",Shire of Northam,WA,Northam,,244,
https://www.cottesloe.wa.gov.au/profiles/cottesloe/assets/clientdata/documents/pagecontent/environment_sustainability/climate_change/laap__2011.pdf,1,2011,2016,Local Climate Change Adaptation Action Plan,Town of Cottesloe,WA,Cottesloe,,245,
https://www.cottesloe.wa.gov.au/Profiles/cottesloe/Assets/ClientData/Documents/PageContent/Environment_Sustainability/Climate_Change/Town_of_Cottesloe_GHG_Reduction_PlanFINAL_Low_Res.pdf,1,2012,,Greenhouse Gas Reduction Plan ,Town of Cottesloe,WA,Cottesloe,,246,
https://www.eastfremantle.wa.gov.au/Profiles/eastfremantle/Assets/ClientData/Strategic_Objective_1__1_.pdf,1,,,Climate Emergency Strategy Strategic Objectives,Town of East Fremantle,WA,EastFremantle,,247,19/11/19
https://www.eastfremantle.wa.gov.au/Profiles/eastfremantle/Assets/ClientData/Climate_Emergency_Strategy_2022-2032_.pdf,1,2022,2032,"CLIMATE EMERGENCY
STRATEGY
2022-2032",Town of East Fremantle,WA,EastFremantle,,248,19/11/19
https://www.mosmanpark.wa.gov.au/wp-content/uploads/2021/02/Climate-Change.pdf,1,2011,,CLIMATE CHANGE,Town of Mosman Park,WA,MosmanPark,,249,
https://www.fremantle.wa.gov.au/sites/default/files/Port%20Leighton%20and%20Mosman%20Beaches%20Coastal%20Adaption%20Plan.pdf,1,2017,,"Our Coastal Future Port, Leighton and Mosman Beaches Coastal Adaptation Plan","Town of Mosman Park, City of Fremantle",WA,MosmanPark,,250,
https://www.victoriapark.wa.gov.au/files/assets/public/document-resources/operations/environment/climate-emergency-plan-final_covers.pdf,1,2021,,"Climate
Emergency
Plan",Town of Victoria Park,WA,VictoriaPark,,251,14/08/18
https://www.bathurst.nsw.gov.au/images/stories/council/public_docs/REAP_Final_version_June_2020.pdf,1,2020,,"BATHURST REGIONAL COUNCIL 
RENEWABLE ENERGY ACTION PLAN",Bathurst Regional Council,NSW,Bathurst ,,252,
https://www.byron.nsw.gov.au/files/assets/public/hptrim/environmental-management-planning-plan-development-climate-change/final_adopted_bscclimatechangeadaptationplan_digital.pdf,1,,,Climate Change Adaptation Plan,Byron Shire Council,NSW,Byron ,,253,18/10/18
https://www.byron.nsw.gov.au/files/assets/public/hptrim/environmental-management-planning-plan-development-emissions-reduction-strategy/net-zero-emissions-action-plan-for-council-operations-2025.pdf,1,2025,,Net Zero Emissions Action Plan For Council Operations 2025,Byron Shire Council,NSW,Byron ,,254,18/10/18
https://www.byron.nsw.gov.au/files/assets/public/hptrim/environmental-management-planning-plan-development-emissions-reduction-strategy/final_net-zero-emissions-strategy-for-council-operations-2025.pdf,1,2025,,Net Zero Emissions Action Plan For Council Operations 2025,Byron Shire Council,NSW,Byron ,,255,18/10/18
https://www.byron.nsw.gov.au/files/assets/public/hptrim/environmental-management-programs-programs-administration-emissions-inventory/2019-20-annual-inventory-of-councils-emissions-profile-and-progress-update.pdf.pdf,1,2019,2020,"2019/20 Annual inventory of Council’s 
emissions profile and progress update ",Byron Shire Council,NSW,Byron ,,256,18/10/18
https://www.byron.nsw.gov.au/files/assets/public/hptrim/corporate-management-policies-current/policy-climate-change-strategic-planning-adopted-26-june-2014-effective-21-july-2014-in-conjunction-with-dcp-2014-current_policies.pdf,1,2009,,POLICY NO 14/006 CLIMATE CHANGE STRATEGIC PLANNING,Byron Shire Council,NSW,Byron ,,257,18/10/18
https://canadabay.t1cloud.com/T1Default/CiAnywhere/Web/CANADABAY/API/CMIS/PUB/content/?streamId=streampdf-226188318,1,2020,2030,Emissions reduction action plan,City of Canada Bay Council,NSW,CanadaBay,,258,17/09/19
https://canadabay.t1cloud.com/T1Default/CiAnywhere/Web/CANADABAY/API/CMIS/PUB/content/?id=folder-6652122&streamId=streampdf-6652122,1,2020,2030,Emissions reduction action plan,City of Canada Bay Council,NSW,CanadaBay,deleted,259,
https://canadabay.t1cloud.com/T1Default/CiAnywhere/Web/CANADABAY/Api/CMIS/PUB/content/?streamId=streampdf-216960174,1,,,Emissions reduction action plan,City of Canada Bay Council,NSW,CanadaBay,duplicate,260,
https://www.georgesriver.nsw.gov.au/StGeorge/media/Documents/Council/Plans%20and%20Documents/Environmental-Resilience-Action-Plan-2022-2040.pdf,1,2022,2040,Georges River Council’s Environmental Resilience Action Plan 2022-2040,Georges River Council,NSW,Georges ,,261,27/09/21
https://www.georgesriver.nsw.gov.au/StGeorge/media/Documents/Council/Publications/2050-Vision-REVISED-v9_WEB.pdf,1,,2050,LEADING FOR CHANGE,Georges River Council,NSW,Georges ,,262,27/09/21
http://www.georgesriver.nsw.gov.au/getattachment/Council/About-Your-Council/Major-Projects/Future-cities/Georges-River-2050-Leading-for-Change/2050-2020-update.pdf.aspx?lang=en-AU,1,2020,2050,2020 Update LEADING FOR CHANGE,Georges River Council,NSW,Georges ,,263,27/09/21
https://www.kiama.nsw.gov.au/files/sharedassets/public/news/kmc-corporate-emissions-reduction-plan-web.pdf,1,2021,2031,Corporate Emissions Reduction Plan,The Council of the Municipality of Kiama,NSW,Kiama,,264,17/12/19
https://www.kiama.nsw.gov.au/files/sharedassets/public/climate-change-risk-assessment-july-2009-final.pdf,1,2009,,Final KIAMA MUNICIPAL COUNCIL Climate Change Risk Assessment,The Council of the Municipality of Kiama,NSW,Kiama,,265,17/12/19
https://www.kiama.nsw.gov.au/files/sharedassets/public/climate-change-adaptation-strategy-and-action-plan-july-2009-final.pdf,1,2009,,Climate Change Adaptation Strategy and Action Plan Kiama Municipal Council,The Council of the Municipality of Kiama,NSW,Kiama,,266,17/12/19
https://www.midcoast.nsw.gov.au/files/assets/public/document-resources/council/plans-amp-publications/climate-action-strategy-final-report-v8.pdf,1,2021,,CLIMATE CHANGE STRATEGY PHASE 1 FINAL,Mid-Coast Council,NSW,Midcoast ,,267,23/10/19
https://www.pmhc.nsw.gov.au/files/assets/public/document-files/your-council/publications/policies/climate-change-response-policy.pdf,1,2021,2023,Council Policy CLIMATE CHANGE RESPONSE POLICY,Port Macquarie-Hastings Council,NSW,PortMacquarie,,268,
https://www.wsc.nsw.gov.au/files/assets/public/environment/energy-in-your-home-or-business/climate-change-adaptation-plan-summary.pdf,1,2019,,Climate Change Adaptation Plan Executive Su,Wingecarribee Shire Council,NSW,Wingecarribee ,,269,
https://www.midcoast.nsw.gov.au/files/assets/public/document-resources/policies-amp-related-documents/climate-change-policy.pdf,1,2021,,Climate Change Policy,Mid-Coast Council,NSW,Midcoast ,,270,23/10/19
https://www.midcoast.nsw.gov.au/files/assets/public/document-resources/plan-amp-build/future-planning/gloucester-region/gsc-gloucester_climate-change-risk-assessment-adaptation-plan-final.pdf,1,2010,,Climate Change Risk Assessment and Adaptation Plan,Gloucester Shire,NSW,Gloucester ,deleted,271,
https://www.fnqroc.qld.gov.au/files/media/original/005/2b2/ed7/af5/Rivers-to-Reef-Climate-Resilient-Alliance---Action-Plan.pdf,1,2021,2026,Climate Resilience Alliance Action Plan,multiple,QLD,,multiple LGAs,272,
https://www.moretonbay.qld.gov.au/files/assets/public/services/policies/climate-change-policy.pdf,1,2020,,Climate Change,Moreton Bay Regional Council,QLD,Moreton ,,273,
https://d1j8a4bqwzee3.cloudfront.net/~/media/Corporate/Documents/Environment/Climate change and sustainability/SCC and Climate Change Fact Sheet_All Content Dec 2021.pdf?la=en,1,2022,,Sunshine Coast Council and cliamte change,Sunshine Coast Council,QLD,Sunshine ,,274,10/11/21
https://websync.msc.qld.gov.au/corporate_documents/files/606/Climate%20Change%20Resilience%20Policy.pdf,1,2021,2024,Climate Change resilience policy,Mareeba Shire Council,QLD,Mareeba ,,275,
https://www.sdrc.qld.gov.au/ArticleDocuments/586/Climate Change Adaptation Action Plan.pdf.aspx,1,2010,,"Climate Change Adaptation Action Plan for Council 
Operations
",Southern Downs Regional Council ,QLD,Southern ,,276,
https://www.moretonbay.qld.gov.au/files/assets/public/services/building-development/mbrc-plan/background-studies/climatechangeroadmap2013-2016.pdf,1,2013,2016,Roadmap for changing climate,Moreton Bay Regional Council,QLD,Moreton ,deleted,277,
https://www.portaugusta.sa.gov.au/__data/assets/pdf_file/0024/265173/AR11-23943-Climate-Change-Adaptation-Report-June-2011-Final-Version.pdf,1,2011,,Climate Change Adaptation Report,Port August City Council,SA,PortAugust,,278,
https://cdn.environment.sa.gov.au/environment/docs/yorke-far-north-regional-climate-change-action-plan.pdf,1,,,YORKE AND MID NORTH ,Yorke and Mid North Council,SA,Yorke ,,279,
https://cdn.environment.sa.gov.au/environment/docs/northern-adelaide-climate-change-adaption-plan-gen.pdf,1,2015,,REGIONAL CLIMATE CHANGE ACTION PLAN,City of Salisbury and City of Playford,SA,,multiple LGAs,280,
https://cdn.environment.sa.gov.au/environment/docs/adaptwest-regional-adaptation-plan-11-october-2016.pdf,1,2016,,Climate Change Adaptation Plan,"City of Charles Sturt, City of West Torrens, and City of Port Adelaide Enfield ",SA,,multiple LGAs,281,
https://cdn.environment.sa.gov.au/environment/docs/resilient-south-climate-change-adaptation-plan.pdf,1,2014,,Regional Climate Change Adaptation Plan,"City of Onkaparinga, City of Holdfast Bay, City of Marion, City of Mitcham",SA,,multiple LGAs,282,
https://www.victor.sa.gov.au/__data/assets/pdf_file/0032/288239/RH-and-C-Climate-Change-Adaption-Plan-Low-res.pdf,1,2016,,Climate Change Adaptation Plan,"Adelaide Hills Council, District Council of Yankalilla,Kangaroo Island Council",SA,,multiple LGAs,283,
https://www.victor.sa.gov.au/__data/assets/pdf_file/0034/1069279/Climate-Agenda-2030_FINAL.pdf,1,,,Climate Change 2030,City of Victor Harbor,SA,VictorHarbor,,284,16/12/19
https://cdn.environment.sa.gov.au/environment/docs/barossa-climate-change-adaptation-plan.pdf,1,2012,,Adapting to change – forming new habits,"The Barossa Council, Light Regional Council, the District Council of Mallala",SA,,multiple LGAs,285,
https://www.victor.sa.gov.au/__data/assets/pdf_file/0027/1084833/Cell_11_victor_harbor.pdf,1,2014,,Coastal Adaptation Study & Coastal Adaptation Strategy,City of Victor Harbor,SA,VictorHarbor,,286,16/12/19
https://morelandzerocarbon.org.au/wp-content/uploads/2022/02/Moreland-Zero-Carbon-2040-Framework-Revised-February-2022.pdf,,2022,,Zero Carbon 2040 Framework,Merri-bek (Moreland),VIC,Merribek ,,287,12/09/18
Attachment A for Climate Action Plan 2022-2025.pdf,1,2022,2025,Climate Action Plan 2022-2025,City of Adelaide,SA,Adelaide,,288,
,1,2017,2022,Darebin Climate Emergency Plan,City of Darebin,VIC,Darebin,,289,
